1000101,Hand-Attack^s1,0,0,0,101,0,0,850,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000102,Hand-Attack^s2,0,0,0,102,0,0,850,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000103,Hand-Attack^s3,0,0,0,103,0,0,950,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000201,Two-Handed^sWeapon^sAttack^s1,0,0,0,121,0,0,1280,0,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000202,Two-Handed^sWeapon^sAttack^s2,0,0,0,122,0,0,1280,0,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000203,Two-Handed^sWeapon^sAttack^s3,0,0,0,123,0,0,1330,0,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000301,One-Handed^sweapon^sAttack^s1,0,0,0,111,0,0,900,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000302,One-Handed^sweapon^sAttack^s2,0,0,0,112,0,0,900,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000303,One-Handed^sweapon^sAttack^s3,0,0,0,113,0,0,1050,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000401,Dagger^sAttack^s1,0,0,0,131,0,0,680,0,0,0,1,1,1,1,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000402,Dagger^sAttack^s2,0,0,0,132,0,0,680,0,0,0,1,1,1,1,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000403,Dagger^sAttack3^s,0,0,0,133,0,0,730,0,0,0,1,1,1,1,1,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000501,Bow^sAttack^s1,0,0,0,151,0,0,1370,0,0,800,1,1,1,1,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000502,Bow^sAttack^s2,0,0,0,152,0,0,1370,0,0,800,1,1,1,1,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000503,Bow^sAttack^s3,0,0,0,153,0,0,1420,0,0,800,1,1,1,1,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000601,Wand^sAttack^s1,0,0,0,141,0,0,1350,0,0,1200,1,1,1,1,1,0,0,1,0,0,8,0,0,0,0,2,2,0,0,0,1700,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000602,Wand^sAttack^s2,0,0,0,142,0,0,1350,0,0,1200,1,1,1,1,1,0,0,1,0,0,8,0,0,0,0,2,2,0,0,0,1700,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000603,Wand^sAttack^s3,0,0,0,143,0,0,1400,0,0,1200,1,1,1,1,1,0,0,1,0,0,8,0,0,0,0,2,2,0,0,0,1700,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
