10001	Blooding^sBlow	1	5	10001	216	4	7000	0	0	0	50	1	-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10002	Blooding^sBlow	2	5	10002	216	4	7000	0	0	0	50	1	-158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10003	Blooding^sBlow	3	5	10003	216	4	7000	0	0	0	50	1	-212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10004	Blooding^sBlow	4	5	10004	216	4	7000	0	0	0	50	1	-266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10005	Blooding^sBlow	5	5	10005	216	4	7000	0	0	0	50	1	-320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10006	Blooding^sBlow	6	5	10006	216	4	7000	0	0	0	50	1	-374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10007	Blooding^sBlow	7	5	10007	216	4	7000	0	0	0	50	1	-428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10008	Blooding^sBlow	8	5	10008	216	4	7000	0	0	0	50	1	-482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10009	Blooding^sBlow	9	5	10009	216	4	7000	0	0	0	50	1	-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10010	Blooding^sBlow	10	5	10010	216	4	7000	0	0	0	50	1	-590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10011	Blooding^sBlow	11	5	10011	216	4	8000	0	0	0	50	1	-644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10012	Blooding^sBlow	12	5	10012	216	4	8000	0	0	0	50	1	-698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10013	Blooding^sBlow	13	5	10013	216	4	8000	0	0	0	50	1	-752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	Blooding^sBlow	14	5	10014	216	4	8000	0	0	0	50	1	-806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10015	Blooding^sBlow	15	5	10015	216	4	8000	0	0	0	50	1	-860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	Blooding^sBlow	16	5	10016	216	4	8000	0	0	0	50	1	-914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10017	Blooding^sBlow	17	5	10017	216	4	8000	0	0	0	50	1	-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	Blooding^sBlow	18	5	10018	216	4	8000	0	0	0	50	1	-1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10019	Blooding^sBlow	19	5	10019	216	4	8000	0	0	0	50	1	-1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10020	Blooding^sBlow	20	5	10020	216	4	8000	0	0	0	50	1	-1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10021	Blooding^sBlow	21	5	10021	216	4	8000	0	0	0	50	1	-1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10022	Blooding^sBlow	22	5	10022	216	4	8000	0	0	0	50	1	-1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10023	Blooding^sBlow	23	5	10023	216	4	8000	0	0	0	50	1	-1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10024	Blooding^sBlow	24	5	10024	216	4	8000	0	0	0	50	1	-1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10025	Blooding^sBlow	25	5	10025	216	4	8000	0	0	0	50	1	-1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10026	Blooding^sBlow	26	5	10026	216	4	8000	0	0	0	50	1	-1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10027	Blooding^sBlow	27	5	10027	216	4	8000	0	0	0	50	1	-1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10028	Blooding^sBlow	28	5	10028	216	4	8000	0	0	0	50	1	-1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10029	Blooding^sBlow	29	5	10029	216	4	8000	0	0	0	50	1	-1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10030	Blooding^sBlow	30	5	10030	216	4	8000	0	0	0	50	1	-1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10101	wind^sbreaking	1	5	10001	216	4	7000	0	0	0	50	1	-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	wind^sbreaking	2	5	10002	216	4	7000	0	0	0	50	1	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	wind^sbreaking	3	5	10003	216	4	7000	0	0	0	50	1	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
